,leaf_ID,plant_disease
12576,1844,Tomato___healthy
12577,1844,Tomato___healthy
12577,1844,Tomato___healthy
12578,1844,Tomato___healthy
12578,1844,Tomato___healthy
12579,1844,Tomato___healthy
12579,1844,Tomato___healthy
12580,1844,Tomato___healthy
12580,1844,Tomato___healthy
12581,1844,Tomato___healthy
12581,1844,Tomato___healthy
12582,1844,Tomato___healthy
12582,1844,Tomato___healthy
12583,4407,Tomato___healthy
12583,4407,Tomato___healthy
12584,4407,Tomato___healthy
12584,4407,Tomato___healthy
12585,4407,Tomato___healthy
12585,4407,Tomato___healthy
12586,4407,Tomato___healthy
12586,4407,Tomato___healthy
12587,4407,Tomato___healthy
12587,4407,Tomato___healthy
12588,4407,Tomato___healthy
12588,4407,Tomato___healthy
12589,4407,Tomato___healthy
12589,4407,Tomato___healthy
12590,3254,Tomato___healthy
12590,3254,Tomato___healthy
12591,3254,Tomato___healthy
12591,3254,Tomato___healthy
12592,3254,Tomato___healthy
12592,3254,Tomato___healthy
12593,3254,Tomato___healthy
12593,3254,Tomato___healthy
12594,3254,Tomato___healthy
12594,3254,Tomato___healthy
12595,3254,Tomato___healthy
12595,3254,Tomato___healthy
12596,3254,Tomato___healthy
12596,3254,Tomato___healthy
12597,5116,Tomato___healthy
12597,5116,Tomato___healthy
12598,5116,Tomato___healthy
12598,5116,Tomato___healthy
12599,5116,Tomato___healthy
12599,5116,Tomato___healthy
12600,5116,Tomato___healthy
12600,5116,Tomato___healthy
12601,5116,Tomato___healthy
12601,5116,Tomato___healthy
12602,5116,Tomato___healthy
12602,5116,Tomato___healthy
12603,5116,Tomato___healthy
12603,5116,Tomato___healthy
12604,3789,Tomato___healthy
12604,3789,Tomato___healthy
12605,3789,Tomato___healthy
12605,3789,Tomato___healthy
12606,3789,Tomato___healthy
12606,3789,Tomato___healthy
12607,3789,Tomato___healthy
12607,3789,Tomato___healthy
12608,3789,Tomato___healthy
12608,3789,Tomato___healthy
12609,3789,Tomato___healthy
12609,3789,Tomato___healthy
12610,3789,Tomato___healthy
12610,3789,Tomato___healthy
12611,3789,Tomato___healthy
12611,3789,Tomato___healthy
12612,2781,Tomato___healthy
12612,2781,Tomato___healthy
12613,2781,Tomato___healthy
12613,2781,Tomato___healthy
12614,2781,Tomato___healthy
12614,2781,Tomato___healthy
12615,2781,Tomato___healthy
12615,2781,Tomato___healthy
12616,2781,Tomato___healthy
12616,2781,Tomato___healthy
12617,2781,Tomato___healthy
12617,2781,Tomato___healthy
12618,2781,Tomato___healthy
12618,2781,Tomato___healthy
12619,2781,Tomato___healthy
12619,2781,Tomato___healthy
12620,4342,Tomato___healthy
12620,4342,Tomato___healthy
12621,4342,Tomato___healthy
12621,4342,Tomato___healthy
12622,4342,Tomato___healthy
12622,4342,Tomato___healthy
12623,4342,Tomato___healthy
12623,4342,Tomato___healthy
12624,4342,Tomato___healthy
12624,4342,Tomato___healthy
12625,4342,Tomato___healthy
12625,4342,Tomato___healthy
12626,4342,Tomato___healthy
12626,4342,Tomato___healthy
12627,234,Tomato___healthy
12627,234,Tomato___healthy
12628,234,Tomato___healthy
12628,234,Tomato___healthy
12629,234,Tomato___healthy
12629,234,Tomato___healthy
12630,234,Tomato___healthy
12630,234,Tomato___healthy
12631,234,Tomato___healthy
12631,234,Tomato___healthy
12632,234,Tomato___healthy
12632,234,Tomato___healthy
12633,234,Tomato___healthy
12633,234,Tomato___healthy
12634,234,Tomato___healthy
12634,234,Tomato___healthy
12635,3187,Tomato___healthy
12635,3187,Tomato___healthy
12636,3187,Tomato___healthy
12636,3187,Tomato___healthy
12637,3187,Tomato___healthy
12637,3187,Tomato___healthy
12638,3187,Tomato___healthy
12638,3187,Tomato___healthy
12639,3187,Tomato___healthy
12639,3187,Tomato___healthy
12640,3187,Tomato___healthy
12640,3187,Tomato___healthy
12641,1787,Tomato___healthy
12641,1787,Tomato___healthy
12642,1787,Tomato___healthy
12642,1787,Tomato___healthy
12643,1787,Tomato___healthy
12643,1787,Tomato___healthy
12644,1787,Tomato___healthy
12644,1787,Tomato___healthy
12645,1787,Tomato___healthy
12645,1787,Tomato___healthy
12646,1787,Tomato___healthy
12646,1787,Tomato___healthy
12647,1787,Tomato___healthy
12647,1787,Tomato___healthy
12648,1787,Tomato___healthy
12648,1787,Tomato___healthy
12649,2415,Tomato___healthy
12649,2415,Tomato___healthy
12650,2415,Tomato___healthy
12650,2415,Tomato___healthy
12651,2415,Tomato___healthy
12651,2415,Tomato___healthy
12652,2415,Tomato___healthy
12652,2415,Tomato___healthy
12653,2415,Tomato___healthy
12653,2415,Tomato___healthy
12654,2415,Tomato___healthy
12654,2415,Tomato___healthy
12655,2415,Tomato___healthy
12655,2415,Tomato___healthy
12656,4646,Tomato___healthy
12656,4646,Tomato___healthy
12657,4646,Tomato___healthy
12657,4646,Tomato___healthy
12658,4646,Tomato___healthy
12658,4646,Tomato___healthy
12659,4646,Tomato___healthy
12659,4646,Tomato___healthy
12660,4646,Tomato___healthy
12660,4646,Tomato___healthy
12661,4918,Tomato___healthy
12661,4918,Tomato___healthy
12662,4918,Tomato___healthy
12662,4918,Tomato___healthy
12663,4918,Tomato___healthy
12663,4918,Tomato___healthy
12664,5154,Tomato___healthy
12664,5154,Tomato___healthy
12665,5154,Tomato___healthy
12665,5154,Tomato___healthy
12666,5154,Tomato___healthy
12666,5154,Tomato___healthy
12667,5154,Tomato___healthy
12667,5154,Tomato___healthy
12668,5154,Tomato___healthy
12668,5154,Tomato___healthy
12669,5154,Tomato___healthy
12669,5154,Tomato___healthy
12670,1954,Tomato___healthy
12670,1954,Tomato___healthy
12671,1954,Tomato___healthy
12671,1954,Tomato___healthy
12672,1954,Tomato___healthy
12672,1954,Tomato___healthy
12673,1954,Tomato___healthy
12673,1954,Tomato___healthy
12674,1954,Tomato___healthy
12674,1954,Tomato___healthy
12675,1954,Tomato___healthy
12675,1954,Tomato___healthy
12676,1954,Tomato___healthy
12676,1954,Tomato___healthy
12677,6009,Tomato___healthy
12677,6009,Tomato___healthy
12678,6009,Tomato___healthy
12678,6009,Tomato___healthy
12679,6009,Tomato___healthy
12679,6009,Tomato___healthy
12680,6009,Tomato___healthy
12680,6009,Tomato___healthy
12681,6009,Tomato___healthy
12681,6009,Tomato___healthy
12682,6009,Tomato___healthy
12682,6009,Tomato___healthy
12683,6009,Tomato___healthy
12683,6009,Tomato___healthy
12684,5615,Tomato___healthy
12684,5615,Tomato___healthy
12685,5615,Tomato___healthy
12685,5615,Tomato___healthy
12686,5615,Tomato___healthy
12686,5615,Tomato___healthy
12687,5615,Tomato___healthy
12687,5615,Tomato___healthy
12688,5615,Tomato___healthy
12688,5615,Tomato___healthy
12693,217,Tomato___healthy
12693,217,Tomato___healthy
12694,217,Tomato___healthy
12694,217,Tomato___healthy
12695,217,Tomato___healthy
12695,217,Tomato___healthy
12696,217,Tomato___healthy
12696,217,Tomato___healthy
12697,217,Tomato___healthy
12697,217,Tomato___healthy
12698,217,Tomato___healthy
12698,217,Tomato___healthy
12699,217,Tomato___healthy
12699,217,Tomato___healthy
12700,2231,Tomato___healthy
12700,2231,Tomato___healthy
12701,2231,Tomato___healthy
12701,2231,Tomato___healthy
12702,2231,Tomato___healthy
12702,2231,Tomato___healthy
12703,2231,Tomato___healthy
12703,2231,Tomato___healthy
12704,2231,Tomato___healthy
12704,2231,Tomato___healthy
12705,2231,Tomato___healthy
12705,2231,Tomato___healthy
12706,2231,Tomato___healthy
12706,2231,Tomato___healthy
12707,2231,Tomato___healthy
12707,2231,Tomato___healthy
12708,928,Tomato___healthy
12708,928,Tomato___healthy
12709,928,Tomato___healthy
12709,928,Tomato___healthy
12710,928,Tomato___healthy
12710,928,Tomato___healthy
12711,928,Tomato___healthy
12711,928,Tomato___healthy
12712,928,Tomato___healthy
12712,928,Tomato___healthy
12713,928,Tomato___healthy
12713,928,Tomato___healthy
12714,928,Tomato___healthy
12714,928,Tomato___healthy
12715,1758,Tomato___healthy
12715,1758,Tomato___healthy
12716,1758,Tomato___healthy
12716,1758,Tomato___healthy
12717,1758,Tomato___healthy
12717,1758,Tomato___healthy
12718,1758,Tomato___healthy
12718,1758,Tomato___healthy
12719,1758,Tomato___healthy
12719,1758,Tomato___healthy
12720,1758,Tomato___healthy
12720,1758,Tomato___healthy
12721,1758,Tomato___healthy
12721,1758,Tomato___healthy
12722,2773,Tomato___healthy
12722,2773,Tomato___healthy
12723,2773,Tomato___healthy
12723,2773,Tomato___healthy
12724,2773,Tomato___healthy
12724,2773,Tomato___healthy
12725,2773,Tomato___healthy
12725,2773,Tomato___healthy
12726,2773,Tomato___healthy
12726,2773,Tomato___healthy
12727,2773,Tomato___healthy
12727,2773,Tomato___healthy
12728,2773,Tomato___healthy
12728,2773,Tomato___healthy
12733,4084,Tomato___healthy
12733,4084,Tomato___healthy
12734,4084,Tomato___healthy
12734,4084,Tomato___healthy
12735,4084,Tomato___healthy
12735,4084,Tomato___healthy
12736,4084,Tomato___healthy
12736,4084,Tomato___healthy
12737,3943,Tomato___healthy
12737,3943,Tomato___healthy
12738,3943,Tomato___healthy
12738,3943,Tomato___healthy
12739,3943,Tomato___healthy
12739,3943,Tomato___healthy
12740,3943,Tomato___healthy
12740,3943,Tomato___healthy
12741,3943,Tomato___healthy
12741,3943,Tomato___healthy
12742,3943,Tomato___healthy
12742,3943,Tomato___healthy
12743,3943,Tomato___healthy
12743,3943,Tomato___healthy
12744,4521,Tomato___healthy
12744,4521,Tomato___healthy
12745,4521,Tomato___healthy
12745,4521,Tomato___healthy
12746,4521,Tomato___healthy
12746,4521,Tomato___healthy
12747,4521,Tomato___healthy
12747,4521,Tomato___healthy
12748,4521,Tomato___healthy
12748,4521,Tomato___healthy
12749,4521,Tomato___healthy
12749,4521,Tomato___healthy
12750,4521,Tomato___healthy
12750,4521,Tomato___healthy
12751,2131,Tomato___healthy
12751,2131,Tomato___healthy
12752,2131,Tomato___healthy
12752,2131,Tomato___healthy
12753,2131,Tomato___healthy
12753,2131,Tomato___healthy
12754,2131,Tomato___healthy
12754,2131,Tomato___healthy
12755,2131,Tomato___healthy
12755,2131,Tomato___healthy
12756,2131,Tomato___healthy
12756,2131,Tomato___healthy
13783,4247,Potato___healthy
13783,4247,Potato___healthy
13783,4247,Potato___healthy
13784,4247,Potato___healthy
13784,4247,Potato___healthy
13784,4247,Potato___healthy
13787,4247,Potato___healthy
13787,4247,Potato___healthy
13787,4247,Potato___healthy
13790,4247,Potato___healthy
13790,4247,Potato___healthy
13790,4247,Potato___healthy
13812,1450,Potato___healthy
13812,1450,Potato___healthy
13812,1450,Potato___healthy
13813,1450,Potato___healthy
13813,1450,Potato___healthy
13813,1450,Potato___healthy
13814,1450,Potato___healthy
13814,1450,Potato___healthy
13814,1450,Potato___healthy
13815,1450,Potato___healthy
13815,1450,Potato___healthy
13815,1450,Potato___healthy
13819,1450,Potato___healthy
13819,1450,Potato___healthy
13819,1450,Potato___healthy
13820,1450,Potato___healthy
13820,1450,Potato___healthy
13820,1450,Potato___healthy
13822,1450,Potato___healthy
13822,1450,Potato___healthy
13822,1450,Potato___healthy
13823,2263,Potato___healthy
13823,2263,Potato___healthy
13823,2263,Potato___healthy
13824,2263,Potato___healthy
13824,2263,Potato___healthy
13824,2263,Potato___healthy
13826,2263,Potato___healthy
13826,2263,Potato___healthy
13826,2263,Potato___healthy
13828,2263,Potato___healthy
13828,2263,Potato___healthy
13828,2263,Potato___healthy
13829,2263,Potato___healthy
13829,2263,Potato___healthy
13829,2263,Potato___healthy
13831,2263,Potato___healthy
13831,2263,Potato___healthy
13831,2263,Potato___healthy
13832,2263,Potato___healthy
13832,2263,Potato___healthy
13832,2263,Potato___healthy
13833,2263,Potato___healthy
13833,2263,Potato___healthy
13833,2263,Potato___healthy
13834,2263,Potato___healthy
13834,2263,Potato___healthy
13834,2263,Potato___healthy
13931,1401,Potato___healthy
13932,5288,Strawberry___healthy
13932,5288,Strawberry___healthy
13932,1401,Potato___healthy
13932,1401,Potato___healthy
13933,1401,Potato___healthy
13934,1401,Potato___healthy
13935,5280,Strawberry___healthy
13935,5280,Strawberry___healthy
13935,1388,Potato___healthy
13935,1388,Potato___healthy
13936,5280,Strawberry___healthy
13936,5280,Strawberry___healthy
13936,1388,Potato___healthy
13936,1388,Potato___healthy
13937,1388,Potato___healthy
13938,1388,Potato___healthy
13939,1503,Potato___healthy
13940,5394,Strawberry___healthy
13940,5394,Strawberry___healthy
13940,1503,Potato___healthy
13940,1503,Potato___healthy
13941,1503,Potato___healthy
13942,5394,Strawberry___healthy
13942,5394,Strawberry___healthy
13942,1503,Potato___healthy
13942,1503,Potato___healthy
13943,5188,Potato___healthy
13944,2919,Strawberry___healthy
13944,2919,Strawberry___healthy
13944,5188,Potato___healthy
13944,5188,Potato___healthy
13945,2919,Strawberry___healthy
13945,2919,Strawberry___healthy
13945,5188,Potato___healthy
13945,5188,Potato___healthy
13946,2919,Strawberry___healthy
13946,2919,Strawberry___healthy
13946,5188,Potato___healthy
13946,5188,Potato___healthy
13947,3956,Potato___healthy
13948,3954,Strawberry___healthy
13948,3954,Strawberry___healthy
13948,3956,Potato___healthy
13948,3956,Potato___healthy
13949,3956,Potato___healthy
13950,3954,Strawberry___healthy
13950,3954,Strawberry___healthy
13950,3956,Potato___healthy
13950,3956,Potato___healthy
13951,5699,Potato___healthy
13952,5699,Potato___healthy
13953,5699,Potato___healthy
13954,5699,Potato___healthy
13955,2278,Strawberry___healthy
13955,2278,Strawberry___healthy
13955,1998,Potato___healthy
13955,1998,Potato___healthy
13956,1998,Potato___healthy
13957,1998,Potato___healthy
13958,2278,Strawberry___healthy
13958,2278,Strawberry___healthy
13958,1998,Potato___healthy
13958,1998,Potato___healthy
13959,1933,Strawberry___healthy
13959,1933,Strawberry___healthy
13959,5386,Potato___healthy
13959,5386,Potato___healthy
13960,5386,Potato___healthy
13961,1933,Strawberry___healthy
13961,1933,Strawberry___healthy
13961,5386,Potato___healthy
13961,5386,Potato___healthy
13962,5386,Potato___healthy
13963,5442,Potato___healthy
13964,5442,Potato___healthy
13965,1838,Strawberry___healthy
13965,1838,Strawberry___healthy
13965,5442,Potato___healthy
13965,5442,Potato___healthy
13966,5442,Potato___healthy
13967,5794,Potato___healthy
13968,5794,Potato___healthy
13969,155,Strawberry___healthy
13969,155,Strawberry___healthy
13969,5794,Potato___healthy
13969,5794,Potato___healthy
13970,155,Strawberry___healthy
13970,155,Strawberry___healthy
13970,5794,Potato___healthy
13970,5794,Potato___healthy
13971,3940,Potato___healthy
13972,3940,Potato___healthy
13973,3940,Potato___healthy
13974,3940,Potato___healthy
13975,6000,Strawberry___healthy
13975,6000,Strawberry___healthy
13975,5725,Potato___healthy
13975,5725,Potato___healthy
13976,6000,Strawberry___healthy
13976,6000,Strawberry___healthy
13976,5725,Potato___healthy
13976,5725,Potato___healthy
13977,6000,Strawberry___healthy
13977,6000,Strawberry___healthy
13977,5725,Potato___healthy
13977,5725,Potato___healthy
13978,6000,Strawberry___healthy
13978,6000,Strawberry___healthy
13978,5725,Potato___healthy
13978,5725,Potato___healthy
13979,4411,Potato___healthy
13980,962,Strawberry___healthy
13980,962,Strawberry___healthy
13980,4411,Potato___healthy
13980,4411,Potato___healthy
13981,4411,Potato___healthy
13982,4411,Potato___healthy
13983,4039,Potato___healthy
13984,4316,Strawberry___healthy
13984,4316,Strawberry___healthy
13984,4039,Potato___healthy
13984,4039,Potato___healthy
13985,4316,Strawberry___healthy
13985,4316,Strawberry___healthy
13985,4039,Potato___healthy
13985,4039,Potato___healthy
13986,4039,Potato___healthy
13987,3881,Strawberry___healthy
13987,3881,Strawberry___healthy
13987,3582,Potato___healthy
13987,3582,Potato___healthy
13988,3881,Strawberry___healthy
13988,3881,Strawberry___healthy
13988,3582,Potato___healthy
13988,3582,Potato___healthy
13989,3582,Potato___healthy
13990,3881,Strawberry___healthy
13990,3881,Strawberry___healthy
13990,3582,Potato___healthy
13990,3582,Potato___healthy
13991,2815,Strawberry___healthy
13991,2815,Strawberry___healthy
13991,5096,Potato___healthy
13991,5096,Potato___healthy
13992,5096,Potato___healthy
13993,5096,Potato___healthy
13994,5096,Potato___healthy
13995,2931,Potato___healthy
13996,654,Strawberry___healthy
13996,654,Strawberry___healthy
13996,2931,Potato___healthy
13996,2931,Potato___healthy
13997,2931,Potato___healthy
13998,654,Strawberry___healthy
13998,654,Strawberry___healthy
13998,2931,Potato___healthy
13998,2931,Potato___healthy
13999,1216,Potato___healthy
14000,1216,Potato___healthy
14001,1216,Potato___healthy
14002,1216,Potato___healthy
14003,5319,Potato___healthy
14004,1706,Strawberry___healthy
14004,1706,Strawberry___healthy
14004,5319,Potato___healthy
14004,5319,Potato___healthy
14005,5319,Potato___healthy
14006,5319,Potato___healthy
14007,4807,Potato___healthy
14008,4804,Strawberry___healthy
14008,4804,Strawberry___healthy
14008,4807,Potato___healthy
14008,4807,Potato___healthy
14009,4804,Strawberry___healthy
14009,4804,Strawberry___healthy
14009,4807,Potato___healthy
14009,4807,Potato___healthy
14010,4807,Potato___healthy
14011,3605,Potato___healthy
14012,3605,Potato___healthy
14013,3605,Potato___healthy
14014,3605,Potato___healthy
14015,75,Potato___healthy
14016,75,Potato___healthy
14017,338,Strawberry___healthy
14017,338,Strawberry___healthy
14017,75,Potato___healthy
14017,75,Potato___healthy
14018,75,Potato___healthy
14019,4608,Potato___healthy
14020,4605,Strawberry___healthy
14020,4605,Strawberry___healthy
14020,4608,Potato___healthy
14020,4608,Potato___healthy
14021,4608,Potato___healthy
14022,4605,Strawberry___healthy
14022,4605,Strawberry___healthy
14022,4608,Potato___healthy
14022,4608,Potato___healthy
14023,3124,Strawberry___healthy
14023,3124,Strawberry___healthy
14023,559,Potato___healthy
14023,559,Potato___healthy
14024,559,Potato___healthy
14025,559,Potato___healthy
14026,3124,Strawberry___healthy
14026,3124,Strawberry___healthy
14026,559,Potato___healthy
14026,559,Potato___healthy
14027,5695,Potato___healthy
14028,5695,Potato___healthy
14029,5695,Potato___healthy
14030,5695,Potato___healthy
14031,1074,Potato___healthy
14032,1072,Strawberry___healthy
14032,1072,Strawberry___healthy
14032,1074,Potato___healthy
14032,1074,Potato___healthy
14033,1072,Strawberry___healthy
14033,1072,Strawberry___healthy
14033,1074,Potato___healthy
14033,1074,Potato___healthy
14034,1072,Strawberry___healthy
14034,1072,Strawberry___healthy
14034,1074,Potato___healthy
14034,1074,Potato___healthy
14035,5390,Potato___healthy
14036,5390,Potato___healthy
14037,5390,Potato___healthy
14038,5390,Potato___healthy
14039,22,Potato___healthy
14040,22,Potato___healthy
14041,22,Potato___healthy
14042,22,Potato___healthy
14043,1275,Strawberry___healthy
14043,1275,Strawberry___healthy
14043,1015,Potato___healthy
14043,1015,Potato___healthy
14044,1015,Potato___healthy
14045,1275,Strawberry___healthy
14045,1275,Strawberry___healthy
14045,1015,Potato___healthy
14045,1015,Potato___healthy
14046,1015,Potato___healthy
14047,5335,Potato___healthy
14047,5335,Potato___healthy
14048,5335,Potato___healthy
14048,5335,Potato___healthy
14049,5335,Potato___healthy
14049,5335,Potato___healthy
14050,5335,Potato___healthy
14050,5335,Potato___healthy
14051,1380,Potato___healthy
14051,1380,Potato___healthy
14052,1380,Potato___healthy
14052,1380,Potato___healthy
14053,1380,Potato___healthy
14053,1380,Potato___healthy
14054,1380,Potato___healthy
14054,1380,Potato___healthy
14055,1652,Potato___healthy
14055,1652,Potato___healthy
14056,1652,Potato___healthy
14056,1652,Potato___healthy
14057,1652,Potato___healthy
14057,1652,Potato___healthy
14058,1652,Potato___healthy
14058,1652,Potato___healthy
14059,1903,Potato___healthy
14059,1903,Potato___healthy
14060,1903,Potato___healthy
14060,1903,Potato___healthy
14061,1903,Potato___healthy
14061,1903,Potato___healthy
14062,1903,Potato___healthy
14062,1903,Potato___healthy
14063,4904,Potato___healthy
14063,4904,Potato___healthy
14063,4904,Potato___healthy
14064,4904,Potato___healthy
14064,4904,Potato___healthy
14064,4904,Potato___healthy
14065,4904,Potato___healthy
14065,4904,Potato___healthy
14065,4904,Potato___healthy
14066,4904,Potato___healthy
14066,4904,Potato___healthy
14066,4904,Potato___healthy
14067,2814,Potato___healthy
14067,2814,Potato___healthy
14067,2814,Potato___healthy
14068,2814,Potato___healthy
14068,2814,Potato___healthy
14068,2814,Potato___healthy
14069,2814,Potato___healthy
14069,2814,Potato___healthy
14069,2814,Potato___healthy
14070,2814,Potato___healthy
14070,2814,Potato___healthy
14070,2814,Potato___healthy
14071,2097,Potato___healthy
14071,2097,Potato___healthy
14071,2097,Potato___healthy
14072,2097,Potato___healthy
14072,2097,Potato___healthy
14072,2097,Potato___healthy
14073,2097,Potato___healthy
14073,2097,Potato___healthy
14073,2097,Potato___healthy
14074,2097,Potato___healthy
14074,2097,Potato___healthy
14074,2097,Potato___healthy
14075,1914,Potato___healthy
14075,1914,Potato___healthy
14075,1914,Potato___healthy
14076,1914,Potato___healthy
14076,1914,Potato___healthy
14076,1914,Potato___healthy
14077,1914,Potato___healthy
14077,1914,Potato___healthy
14077,1914,Potato___healthy
14078,1914,Potato___healthy
14078,1914,Potato___healthy
14078,1914,Potato___healthy
14079,5168,Potato___healthy
14079,5168,Potato___healthy
14079,5168,Potato___healthy
14080,5168,Potato___healthy
14080,5168,Potato___healthy
14080,5168,Potato___healthy
14081,5168,Potato___healthy
14081,5168,Potato___healthy
14081,5168,Potato___healthy
14082,5168,Potato___healthy
14082,5168,Potato___healthy
14082,5168,Potato___healthy
14083,4271,Tomato___Late_blight
14084,4271,Tomato___Late_blight
14085,4271,Tomato___Late_blight
14086,4271,Tomato___Late_blight
14087,4255,Tomato___Late_blight
14088,4255,Tomato___Late_blight
14089,4255,Tomato___Late_blight
14090,4255,Tomato___Late_blight
14091,4380,Tomato___Late_blight
14092,4380,Tomato___Late_blight
14093,4380,Tomato___Late_blight
14094,4380,Tomato___Late_blight
14095,3056,Tomato___Late_blight
14096,3056,Tomato___Late_blight
14097,3056,Tomato___Late_blight
14098,3056,Tomato___Late_blight
14099,651,Tomato___Late_blight
14100,651,Tomato___Late_blight
14101,651,Tomato___Late_blight
14102,651,Tomato___Late_blight
14103,5812,Tomato___Late_blight
14104,5812,Tomato___Late_blight
14105,5812,Tomato___Late_blight
14106,5812,Tomato___Late_blight
14107,2566,Tomato___Late_blight
14108,2566,Tomato___Late_blight
14109,2566,Tomato___Late_blight
14110,2566,Tomato___Late_blight
14111,2070,Tomato___Late_blight
14112,2070,Tomato___Late_blight
14113,2070,Tomato___Late_blight
14114,2070,Tomato___Late_blight
14115,2119,Tomato___Late_blight
14116,2119,Tomato___Late_blight
14117,2119,Tomato___Late_blight
14118,2119,Tomato___Late_blight
14119,2507,Tomato___Late_blight
14120,2507,Tomato___Late_blight
14121,2507,Tomato___Late_blight
14122,2507,Tomato___Late_blight
14123,4482,Tomato___Late_blight
14124,4482,Tomato___Late_blight
14125,4482,Tomato___Late_blight
14126,4482,Tomato___Late_blight
14127,2425,Tomato___Late_blight
14128,2425,Tomato___Late_blight
14129,2425,Tomato___Late_blight
14130,2425,Tomato___Late_blight
14131,1060,Tomato___Late_blight
14132,1060,Tomato___Late_blight
14133,1060,Tomato___Late_blight
14134,1060,Tomato___Late_blight
14135,4582,Tomato___Late_blight
14136,4582,Tomato___Late_blight
14137,4582,Tomato___Late_blight
14138,4582,Tomato___Late_blight
14139,4142,Tomato___Late_blight
14140,4142,Tomato___Late_blight
14141,4142,Tomato___Late_blight
14142,4142,Tomato___Late_blight
14143,5344,Tomato___Late_blight
14144,5344,Tomato___Late_blight
14145,5344,Tomato___Late_blight
14146,5344,Tomato___Late_blight
14147,3469,Tomato___Late_blight
14148,3469,Tomato___Late_blight
14149,3469,Tomato___Late_blight
14150,3469,Tomato___Late_blight
14151,4091,Tomato___Late_blight
14152,4091,Tomato___Late_blight
14153,4091,Tomato___Late_blight
14154,4091,Tomato___Late_blight
14155,1989,Tomato___Late_blight
14156,1989,Tomato___Late_blight
14157,1989,Tomato___Late_blight
14158,1989,Tomato___Late_blight
14159,1453,Tomato___Late_blight
14160,1453,Tomato___Late_blight
14161,1453,Tomato___Late_blight
14162,1453,Tomato___Late_blight
14163,4010,Tomato___Late_blight
14164,4010,Tomato___Late_blight
14165,4010,Tomato___Late_blight
14166,4010,Tomato___Late_blight
14167,2862,Tomato___Late_blight
14168,2862,Tomato___Late_blight
14169,2862,Tomato___Late_blight
14170,2862,Tomato___Late_blight
14171,4730,Tomato___Late_blight
14172,4730,Tomato___Late_blight
14173,4730,Tomato___Late_blight
14174,4730,Tomato___Late_blight
14175,3376,Tomato___Late_blight
14176,3376,Tomato___Late_blight
14177,3376,Tomato___Late_blight
14178,3376,Tomato___Late_blight
14179,2380,Tomato___Late_blight
14180,2380,Tomato___Late_blight
14181,2380,Tomato___Late_blight
14182,2380,Tomato___Late_blight
14183,3948,Tomato___Late_blight
14184,3948,Tomato___Late_blight
14185,3948,Tomato___Late_blight
14186,3948,Tomato___Late_blight
14187,5921,Tomato___Late_blight
14188,5921,Tomato___Late_blight
14189,5921,Tomato___Late_blight
14190,5921,Tomato___Late_blight
14191,2784,Tomato___Late_blight
14192,2784,Tomato___Late_blight
14193,2784,Tomato___Late_blight
14194,2784,Tomato___Late_blight
14195,1398,Tomato___Late_blight
14196,1398,Tomato___Late_blight
14197,1398,Tomato___Late_blight
14198,1398,Tomato___Late_blight
14199,2019,Tomato___Late_blight
14200,2019,Tomato___Late_blight
14201,2019,Tomato___Late_blight
14202,2019,Tomato___Late_blight
14203,4248,Tomato___Late_blight
14204,4248,Tomato___Late_blight
14205,4248,Tomato___Late_blight
14206,4248,Tomato___Late_blight
14207,4530,Tomato___Late_blight
14208,4530,Tomato___Late_blight
14209,4530,Tomato___Late_blight
14210,4530,Tomato___Late_blight
14211,4777,Tomato___Late_blight
14212,4777,Tomato___Late_blight
14213,4777,Tomato___Late_blight
14214,4777,Tomato___Late_blight
14215,1565,Tomato___Late_blight
14216,1565,Tomato___Late_blight
14217,1565,Tomato___Late_blight
14218,1565,Tomato___Late_blight
14219,5639,Tomato___Late_blight
14220,5639,Tomato___Late_blight
14221,5639,Tomato___Late_blight
14222,5639,Tomato___Late_blight
14223,5219,Tomato___Late_blight
14224,5219,Tomato___Late_blight
14225,5219,Tomato___Late_blight
14226,5219,Tomato___Late_blight
14227,5899,Tomato___Late_blight
14228,5899,Tomato___Late_blight
14229,5899,Tomato___Late_blight
14230,5899,Tomato___Late_blight
14231,1831,Tomato___Late_blight
14232,1831,Tomato___Late_blight
14233,1831,Tomato___Late_blight
14234,1831,Tomato___Late_blight
14235,553,Tomato___Late_blight
14236,553,Tomato___Late_blight
14237,553,Tomato___Late_blight
14238,553,Tomato___Late_blight
14239,1367,Tomato___Late_blight
14240,1367,Tomato___Late_blight
14241,1367,Tomato___Late_blight
14242,1367,Tomato___Late_blight
14243,2370,Tomato___Late_blight
14244,2370,Tomato___Late_blight
14245,2370,Tomato___Late_blight
14246,2370,Tomato___Late_blight
14247,3684,Tomato___Late_blight
14248,3684,Tomato___Late_blight
14249,3684,Tomato___Late_blight
14250,3684,Tomato___Late_blight
14251,3533,Tomato___Late_blight
14252,3533,Tomato___Late_blight
14253,3533,Tomato___Late_blight
14254,3533,Tomato___Late_blight
14255,4130,Tomato___Late_blight
14256,4130,Tomato___Late_blight
14257,4130,Tomato___Late_blight
14258,4130,Tomato___Late_blight
14259,1719,Tomato___Late_blight
14260,1719,Tomato___Late_blight
14261,1719,Tomato___Late_blight
14262,1719,Tomato___Late_blight
14263,2422,Tomato___Late_blight
14264,2422,Tomato___Late_blight
14265,2422,Tomato___Late_blight
14266,2422,Tomato___Late_blight
14267,1164,Tomato___Late_blight
